score system npt_6.0.gro  atoms 21087
train system npt_3.0.gro  R2 [0.757, 0.752, 0.755]
proposals per point 40  seed 21  kT 2.4943

radius 0.50  waters 19
    move    step    RMS nm     dU/kT     accept
 learned   0.500    0.0157   399.141 4.520e-174
 learned   0.500    0.0157   387.402 5.667e-169
 learned   0.500    0.0157   400.056 1.811e-174
 learned   0.500    0.0158   390.873 1.763e-170
 learned   0.500    0.0158   403.827 4.170e-176
 learned   0.500    0.0158   414.464 1.002e-180
 learned   0.500    0.0158   390.196 3.467e-170
 learned   0.500    0.0158   412.910 4.736e-180
 learned   0.500    0.0158   411.006 3.180e-179
 learned   0.500    0.0158   408.137 5.604e-178
 learned   0.750    0.0237  1601.815  0.000e+00
 learned   0.750    0.0238  1587.019  0.000e+00
 learned   0.750    0.0239  1587.532  0.000e+00
 learned   0.750    0.0239  1561.724  0.000e+00
 learned   0.750    0.0239  1597.956  0.000e+00
 learned   0.750    0.0239  1574.252  0.000e+00
 learned   0.750    0.0239  1537.619  0.000e+00
 learned   0.750    0.0240  1554.558  0.000e+00
 learned   0.750    0.0240  1555.573  0.000e+00
 learned   0.750    0.0240  1582.070  0.000e+00
 learned   0.750    0.0240  1534.738  0.000e+00
 learned   0.750    0.0240  1585.653  0.000e+00
 learned   0.750    0.0240  1602.341  0.000e+00
 learned   0.750    0.0241  1575.731  0.000e+00
 learned   0.750    0.0241  1598.608  0.000e+00
 learned   0.750    0.0241  1628.563  0.000e+00
 learned   0.750    0.0241  1547.166  0.000e+00
 learned   0.750    0.0241  1614.882  0.000e+00
 learned   0.750    0.0241  1613.629  0.000e+00
 learned   0.750    0.0241  1611.687  0.000e+00
 learned   0.750    0.0241  1564.305  0.000e+00
 learned   0.750    0.0241  1602.291  0.000e+00
 learned   0.750    0.0241  1637.496  0.000e+00
 learned   0.750    0.0241  1611.412  0.000e+00
 learned   0.750    0.0242  1650.387  0.000e+00
 learned   0.750    0.0242  1608.781  0.000e+00
 learned   0.750    0.0242  1636.568  0.000e+00
 learned   0.750    0.0243  1573.000  0.000e+00
 learned   0.750    0.0243  1627.022  0.000e+00
 learned   0.750    0.0243  1574.027  0.000e+00
 learned   0.750    0.0243  1597.994  0.000e+00
 learned   0.750    0.0244  1613.203  0.000e+00
 learned   0.750    0.0244  1637.420  0.000e+00
 learned   0.750    0.0244  1665.246  0.000e+00
 learned   0.750    0.0244  1640.202  0.000e+00
 learned   0.750    0.0244  1606.112  0.000e+00
 learned   0.750    0.0244  1649.761  0.000e+00
 learned   0.750    0.0245  1649.961  0.000e+00
 learned   0.750    0.0245  1642.407  0.000e+00
 learned   0.750    0.0246  1615.784  0.000e+00
 learned   1.000    0.0316  3080.689  0.000e+00
 learned   1.000    0.0316  3074.700  0.000e+00
 learned   1.000    0.0316  3146.287  0.000e+00
 learned   1.000    0.0317  3131.115  0.000e+00
 learned   1.000    0.0317  3131.366  0.000e+00
 learned   1.000    0.0317  3175.566  0.000e+00
 learned   1.000    0.0317  3106.134  0.000e+00
 learned   1.000    0.0317  3138.156  0.000e+00
 learned   1.000    0.0317  3133.170  0.000e+00
 learned   1.000    0.0317  3154.280  0.000e+00
 learned   1.000    0.0318  3152.451  0.000e+00
 learned   1.000    0.0318  3174.213  0.000e+00
 learned   1.000    0.0318  3119.577  0.000e+00
 learned   1.000    0.0318  3129.249  0.000e+00
 learned   1.000    0.0319  3122.696  0.000e+00
 learned   1.000    0.0319  3163.952  0.000e+00
 learned   1.000    0.0319  3176.092  0.000e+00
 learned   1.000    0.0319  3166.495  0.000e+00
 learned   1.000    0.0319  3210.783  0.000e+00
 learned   1.000    0.0319  3129.863  0.000e+00
 learned   1.000    0.0319  3177.420  0.000e+00
 learned   1.000    0.0320  3192.078  0.000e+00
 learned   1.000    0.0320  3214.329  0.000e+00
 learned   1.000    0.0320  3149.056  0.000e+00
 learned   1.000    0.0320  3250.799  0.000e+00
 learned   1.000    0.0320  3253.843  0.000e+00
 learned   1.000    0.0320  3257.000  0.000e+00
 learned   1.000    0.0320  3201.111  0.000e+00
 learned   1.000    0.0320  3177.145  0.000e+00
 learned   1.000    0.0321  3192.705  0.000e+00
 learned   1.000    0.0321  3199.884  0.000e+00
 learned   1.000    0.0321  3248.193  0.000e+00
 learned   1.000    0.0322  3134.749  0.000e+00
 learned   1.000    0.0323  3217.160  0.000e+00
 learned   1.000    0.0323  3295.162  0.000e+00
 learned   1.000    0.0323  3266.610  0.000e+00
 learned   1.000    0.0324  3239.724  0.000e+00
 learned   1.000    0.0324  3259.256  0.000e+00
 learned   1.000    0.0324  3240.062  0.000e+00
 learned   1.000    0.0327  3294.874  0.000e+00

